order_id,order_date,region,category,quantity,unit_price,discount,order_date_display,quantity_before_winsor,unit_price_before_winsor,sales_amount,order_year,order_month,category_name_ko,category_group
ORD-000072,2025-03-14,Unknown,Home,1,41870.0,0.0,2025-03-14,1,41870.0,41870.0,2025,3,생활용품,내구재
ORD-000073,2025-04-26,Daegu,Fashion,16,250721.0,0.15,2025-04-26,618,250721.0,3409805.6,2025,4,패션,소비재
ORD-000074,2025-01-11,Busan,Home,10,273192.0,0.1,2025-01-11,10,273192.0,2458728.0,2025,1,생활용품,내구재
ORD-000075,2025-04-16,Gwangju,Electronics,9,231986.0,0.1,2025-04-16,9,231986.0,1879086.6,2025,4,전자제품,내구재
ORD-000076,2025-02-02,Incheon,Beauty,7,140176.0,0.05,2025-02-02,7,140176.0,932170.4,2025,2,뷰티,소비재
ORD-000077,2025-04-12,Seoul,Food,5,107640.0,0.0,2025-04-12,5,107640.0,538200.0,2025,4,식품,식품
ORD-000078,2025-03-28,Busan,Food,3,26963.0,0.15,2025-03-28,3,26963.0,68755.65,2025,3,식품,식품
ORD-000079,2025-04-27,Busan,Food,2,135906.0,0.1,2025-04-27,2,135906.0,244630.8,2025,4,식품,식품
ORD-000080,2025-05-01,Daegu,Food,9,181893.0,0.1,2025-05-01,9,181893.0,1473333.3,2025,5,식품,식품
ORD-000081,2025-01-24,Gwangju,Electronics,1,175540.0,0.0,2025-01-24,1,175540.0,175540.0,2025,1,전자제품,내구재
ORD-000082,2025-02-01,Daegu,Food,4,259101.0,0.1,2025-02-01,4,259101.0,932763.6,2025,2,식품,식품
ORD-000083,2025-01-11,Gwangju,Food,8,34220.0,0.15,2025-01-11,8,34220.0,232696.0,2025,1,식품,식품
ORD-000084,2025-02-04,Incheon,Home,1,150925.0,0.0,2025-02-04,1,150925.0,150925.0,2025,2,생활용품,내구재
ORD-000085,2025-03-18,Daegu,Food,7,143119.0,0.05,2025-03-18,7,143119.0,951741.35,2025,3,식품,식품
ORD-000086,2025-01-13,Daegu,Beauty,5,271557.0,0.0,2025-01-13,5,271557.0,1357785.0,2025,1,뷰티,소비재
ORD-000087,2025-02-26,Gwangju,Electronics,10,199439.0,0.0,2025-02-26,10,199439.0,1994390.0,2025,2,전자제품,내구재
ORD-000088,2025-01-30,Daegu,Food,3,213906.0,0.15,2025-01-30,3,213906.0,545460.3,2025,1,식품,식품
ORD-000089,2025-02-27,Busan,Fashion,6,79208.0,0.0,2025-02-27,6,79208.0,475248.0,2025,2,패션,소비재
ORD-000090,2025-04-19,Busan,Electronics,10,280316.0,0.0,2025-04-19,10,280316.0,2803160.0,2025,4,전자제품,내구재
ORD-000091,2025-03-08,Seoul,Electronics,8,93834.0,0.0,2025-03-08,8,93834.0,750672.0,2025,3,전자제품,내구재
ORD-000092,2025-02-28,Daegu,Beauty,9,208548.0,0.05,2025-02-28,9,208548.0,1783085.4,2025,2,뷰티,소비재
ORD-000093,2025-01-17,Incheon,Home,2,36887.0,0.0,2025-01-17,2,36887.0,73774.0,2025,1,생활용품,내구재
ORD-000094,2025-04-17,Gwangju,Beauty,9,233392.0,0.0,2025-04-17,9,233392.0,2100528.0,2025,4,뷰티,소비재
ORD-000095,2025-01-17,Gwangju,Beauty,6,73780.0,0.0,2025-01-17,6,73780.0,442680.0,2025,1,뷰티,소비재
ORD-000096,2025-03-19,Seoul,Beauty,9,217295.0,0.0,2025-03-19,9,217295.0,1955655.0,2025,3,뷰티,소비재
ORD-000097,2025-03-09,Gwangju,Home,2,153996.5,0.05,2025-03-09,2,153996.5,292593.35,2025,3,생활용품,내구재
ORD-000098,2025-01-15,Gwangju,Beauty,8,236407.0,0.0,2025-01-15,8,236407.0,1891256.0,2025,1,뷰티,소비재
ORD-000099,2025-03-15,Unknown,Food,6,27845.0,0.0,2025-03-15,6,27845.0,167070.0,2025,3,식품,식품
ORD-000100,2025-04-08,Busan,Home,5,14476.0,0.1,2025-04-08,5,14476.0,65142.0,2025,4,생활용품,내구재
ORD-000101,2025-03-21,Seoul,Food,16,208784.0,0.1,2025-03-21,520,208784.0,3006489.6,2025,3,식품,식품
ORD-000102,2025-03-28,Incheon,Beauty,3,156184.0,0.05,2025-03-28,3,156184.0,445124.4,2025,3,뷰티,소비재
ORD-000103,2025-02-20,Gwangju,Home,7,78097.0,0.1,2025-02-20,7,78097.0,492011.1,2025,2,생활용품,내구재
ORD-000104,2025-04-12,Incheon,Fashion,9,80526.0,0.15,2025-04-12,9,80526.0,616023.9,2025,4,패션,소비재
ORD-000105,2025-01-13,Incheon,Beauty,3,135183.0,0.1,2025-01-13,3,135183.0,364994.1,2025,1,뷰티,소비재
ORD-000106,2025-02-28,Incheon,Electronics,7,99152.0,0.1,2025-02-28,7,99152.0,624657.6,2025,2,전자제품,내구재
ORD-000107,2025-03-03,Incheon,Beauty,3,280866.0,0.15,2025-03-03,3,280866.0,716208.3,2025,3,뷰티,소비재
ORD-000108,2025-04-03,Daegu,Electronics,5,68383.0,0.0,2025-04-03,5,68383.0,341915.0,2025,4,전자제품,내구재
ORD-000109,2025-02-08,Unknown,Fashion,5,140650.0,0.15,2025-02-08,5,140650.0,597762.5,2025,2,패션,소비재
ORD-000110,2025-01-21,Daegu,Home,7,50770.0,0.0,2025-01-21,7,50770.0,355390.0,2025,1,생활용품,내구재
ORD-000111,2025-03-29,Seoul,Home,7,181480.0,0.1,2025-03-29,7,181480.0,1143324.0,2025,3,생활용품,내구재
ORD-000112,2025-02-23,Gwangju,Beauty,1,236147.0,0.1,2025-02-23,1,236147.0,212532.3,2025,2,뷰티,소비재
ORD-000113,2025-03-29,Incheon,Fashion,10,50772.0,0.1,2025-03-29,10,50772.0,456948.0,2025,3,패션,소비재
ORD-000114,2025-05-01,Busan,Food,8,276643.0,0.0,2025-05-01,8,276643.0,2213144.0,2025,5,식품,식품
ORD-000115,2025-01-28,Busan,Beauty,16,194398.0,0.0,2025-01-28,1909,194398.0,3110368.0,2025,1,뷰티,소비재
ORD-000116,2025-04-10,Seoul,Fashion,10,232376.0,0.0,2025-04-10,10,232376.0,2323760.0,2025,4,패션,소비재
ORD-000117,2025-03-07,Busan,Fashion,1,30630.0,0.15,2025-03-07,1,30630.0,26035.5,2025,3,패션,소비재
ORD-000118,2025-01-02,Daegu,Electronics,8,249085.0,0.05,2025-01-02,8,249085.0,1893046.0,2025,1,전자제품,내구재
ORD-000119,2025-01-31,Daegu,Beauty,4,175142.0,0.0,2025-01-31,4,175142.0,700568.0,2025,1,뷰티,소비재
ORD-000120,2025-04-24,Incheon,Beauty,5,159479.0,0.05,2025-04-24,5,159479.0,757525.25,2025,4,뷰티,소비재
ORD-000121,2025-04-06,Busan,Electronics,2,270516.0,0.05,2025-04-06,2,270516.0,513980.4,2025,4,전자제품,내구재
ORD-000122,2025-04-24,Busan,Home,3,141634.0,0.0,2025-04-24,3,141634.0,424902.0,2025,4,생활용품,내구재
ORD-000123,2025-04-13,Incheon,Home,9,151959.0,0.0,2025-04-13,9,151959.0,1367631.0,2025,4,생활용품,내구재
ORD-000124,2025-02-18,Seoul,Food,1,178612.0,0.15,2025-02-18,1,178612.0,151820.2,2025,2,식품,식품
ORD-000125,2025-02-13,Gwangju,Food,1,258625.0,0.0,2025-02-13,1,258625.0,258625.0,2025,2,식품,식품
ORD-000126,2025-04-20,Gwangju,Electronics,3,261682.0,0.1,2025-04-20,3,261682.0,706541.4,2025,4,전자제품,내구재
ORD-000127,2025-03-08,Daegu,Home,7,190165.0,0.0,2025-03-08,7,190165.0,1331155.0,2025,3,생활용품,내구재
ORD-000128,2025-04-11,Gwangju,Food,10,86408.0,0.0,2025-04-11,10,86408.0,864080.0,2025,4,식품,식품
ORD-000129,2025-05-01,Busan,Fashion,7,219739.0,0.15,2025-05-01,7,219739.0,1307447.05,2025,5,패션,소비재
ORD-000130,2025-04-27,Daegu,Food,7,150472.0,0.0,2025-04-27,7,150472.0,1053304.0,2025,4,식품,식품
ORD-000131,2025-03-19,Gwangju,Electronics,9,138145.0,0.0,2025-03-19,9,138145.0,1243305.0,2025,3,전자제품,내구재
ORD-000132,2025-04-05,Daegu,Food,4,63971.0,0.0,2025-04-05,4,63971.0,255884.0,2025,4,식품,식품
ORD-000133,2025-03-14,Incheon,Home,1,296612.0,0.1,2025-03-14,1,296612.0,266950.8,2025,3,생활용품,내구재
ORD-000134,2025-01-01,Seoul,Beauty,7,119446.0,0.0,2025-01-01,7,119446.0,836122.0,2025,1,뷰티,소비재
ORD-000135,2025-02-20,Daegu,Beauty,7,43460.0,0.0,2025-02-20,7,43460.0,304220.0,2025,2,뷰티,소비재
ORD-000136,2025-03-27,Daegu,Fashion,5,151252.0,0.0,2025-03-27,5,151252.0,756260.0,2025,3,패션,소비재
ORD-000137,2025-03-13,Incheon,Electronics,8,249721.0,0.0,2025-03-13,8,249721.0,1997768.0,2025,3,전자제품,내구재
ORD-000138,2025-03-05,Unknown,Beauty,1,21546.0,0.15,2025-03-05,1,21546.0,18314.1,2025,3,뷰티,소비재
ORD-000139,2025-03-13,Seoul,Electronics,8,138899.0,0.0,2025-03-13,8,138899.0,1111192.0,2025,3,전자제품,내구재
ORD-000140,2025-04-27,Gwangju,Food,8,216957.0,0.15,2025-04-27,8,216957.0,1475307.6,2025,4,식품,식품
ORD-000141,2025-04-01,Gwangju,Electronics,1,197421.0,0.05,2025-04-01,1,197421.0,187549.95,2025,4,전자제품,내구재
ORD-000142,2025-02-17,Gwangju,Fashion,4,142276.0,0.1,2025-02-17,4,142276.0,512193.6,2025,2,패션,소비재
ORD-000143,2025-04-09,Busan,Fashion,5,127894.0,0.0,2025-04-09,5,127894.0,639470.0,2025,4,패션,소비재
ORD-000144,2025-01-20,Incheon,Beauty,3,27704.0,0.1,2025-01-20,3,27704.0,74800.8,2025,1,뷰티,소비재
ORD-000145,2025-03-29,Unknown,Food,10,240766.0,0.15,2025-03-29,10,240766.0,2046511.0,2025,3,식품,식품
ORD-000146,2025-04-06,Gwangju,Home,9,256384.0,0.0,2025-04-06,9,256384.0,2307456.0,2025,4,생활용품,내구재
ORD-000147,2025-02-04,Incheon,Fashion,3,107862.0,0.05,2025-02-04,3,107862.0,307406.7,2025,2,패션,소비재
ORD-000148,2025-02-03,Incheon,Electronics,2,96217.0,0.0,2025-02-03,2,96217.0,192434.0,2025,2,전자제품,내구재
ORD-000149,2025-02-28,Seoul,Fashion,6,34981.0,0.0,2025-02-28,6,34981.0,209886.0,2025,2,패션,소비재
ORD-000150,2025-03-16,Busan,Home,5,286211.0,0.0,2025-03-16,5,286211.0,1431055.0,2025,3,생활용품,내구재
ORD-000151,2025-03-02,Busan,Fashion,9,95864.0,0.05,2025-03-02,9,95864.0,819637.2,2025,3,패션,소비재
ORD-000152,2025-03-27,Seoul,Fashion,6,171584.0,0.15,2025-03-27,6,171584.0,875078.4,2025,3,패션,소비재
ORD-000153,2025-02-24,Seoul,Food,9,174213.0,0.0,2025-02-24,9,174213.0,1567917.0,2025,2,식품,식품
ORD-000154,2025-01-30,Seoul,Home,5,201722.0,0.0,2025-01-30,5,201722.0,1008610.0,2025,1,생활용품,내구재
ORD-000155,2025-03-16,Daegu,Electronics,4,154845.0,0.0,2025-03-16,4,154845.0,619380.0,2025,3,전자제품,내구재
ORD-000156,2025-03-21,Daegu,Electronics,7,175946.0,0.05,2025-03-21,7,175946.0,1170040.9,2025,3,전자제품,내구재
ORD-000157,2025-04-11,Seoul,Home,2,272800.0,0.1,2025-04-11,2,272800.0,491040.0,2025,4,생활용품,내구재
ORD-000158,2025-02-09,Gwangju,Home,5,226624.0,0.0,2025-02-09,5,226624.0,1133120.0,2025,2,생활용품,내구재
ORD-000159,2025-03-02,Unknown,Beauty,8,248933.0,0.05,2025-03-02,8,248933.0,1891890.8,2025,3,뷰티,소비재
ORD-000160,2025-01-12,Daegu,Food,5,242761.0,0.05,2025-01-12,5,242761.0,1153114.75,2025,1,식품,식품
ORD-000161,2025-03-10,Seoul,Fashion,8,103934.0,0.05,2025-03-10,8,103934.0,789898.4,2025,3,패션,소비재
ORD-000162,2025-01-14,Unknown,Beauty,4,163560.0,0.05,2025-01-14,4,163560.0,621528.0,2025,1,뷰티,소비재
ORD-000163,2025-04-29,Seoul,Fashion,5,206287.0,0.0,2025-04-29,5,206287.0,1031435.0,2025,4,패션,소비재
ORD-000164,2025-01-18,Daegu,Home,5,30619.0,0.1,2025-01-18,5,30619.0,137785.5,2025,1,생활용품,내구재
ORD-000165,2025-02-05,Seoul,Electronics,6,143345.0,0.0,2025-02-05,6,143345.0,860070.0,2025,2,전자제품,내구재
ORD-000166,2025-04-16,Seoul,Food,3,19666.0,0.0,2025-04-16,3,19666.0,58998.0,2025,4,식품,식품
ORD-000167,2025-03-30,Daegu,Electronics,8,264789.0,0.0,2025-03-30,8,264789.0,2118312.0,2025,3,전자제품,내구재
ORD-000168,2025-04-30,Busan,Food,8,286497.0,0.0,2025-04-30,8,286497.0,2291976.0,2025,4,식품,식품
ORD-000169,2025-03-27,Busan,Food,5,24781.0,0.05,2025-03-27,5,24781.0,117709.75,2025,3,식품,식품
ORD-000170,2025-02-28,Seoul,Fashion,1,114673.0,0.0,2025-02-28,1,114673.0,114673.0,2025,2,패션,소비재
ORD-000171,2025-04-29,Gwangju,Food,3,17760.0,0.0,2025-04-29,3,17760.0,53280.0,2025,4,식품,식품
ORD-000172,2025-04-12,Gwangju,Food,5,199520.0,0.05,2025-04-12,5,199520.0,947720.0,2025,4,식품,식품
ORD-000173,2025-01-13,Busan,Food,6,44620.0,0.05,2025-01-13,6,44620.0,254334.0,2025,1,식품,식품
ORD-000174,2025-04-02,Daegu,Home,2,205255.0,0.1,2025-04-02,2,205255.0,369459.0,2025,4,생활용품,내구재
ORD-000175,2025-01-29,Gwangju,Food,5,288336.0,0.15,2025-01-29,5,288336.0,1225428.0,2025,1,식품,식품
ORD-000176,2025-01-14,Daegu,Electronics,5,18727.0,0.05,2025-01-14,5,18727.0,88953.25,2025,1,전자제품,내구재
ORD-000177,2025-02-17,Incheon,Beauty,1,198642.0,0.15,2025-02-17,1,198642.0,168845.7,2025,2,뷰티,소비재
ORD-000178,2025-02-14,Gwangju,Food,3,211217.0,0.1,2025-02-14,3,211217.0,570285.9,2025,2,식품,식품
ORD-000179,2025-03-23,Unknown,Beauty,10,43908.0,0.0,2025-03-23,10,43908.0,439080.0,2025,3,뷰티,소비재
ORD-000180,2025-02-17,Daegu,Home,10,156852.0,0.15,2025-02-17,10,156852.0,1333242.0,2025,2,생활용품,내구재
ORD-000181,2025-04-04,Unknown,Home,7,284779.0,0.0,2025-04-04,7,284779.0,1993453.0,2025,4,생활용품,내구재
ORD-000182,2025-02-11,Busan,Food,3,9063.0,0.05,2025-02-11,3,9063.0,25829.55,2025,2,식품,식품
ORD-000183,2025-02-08,Incheon,Beauty,8,107745.0,0.0,2025-02-08,8,107745.0,861960.0,2025,2,뷰티,소비재
ORD-000184,2025-04-03,Daegu,Food,8,165902.0,0.1,2025-04-03,8,165902.0,1194494.4,2025,4,식품,식품
ORD-000185,2025-04-09,Busan,Beauty,16,45759.0,0.15,2025-04-09,1754,45759.0,622322.4,2025,4,뷰티,소비재
ORD-000186,2025-02-16,Seoul,Fashion,2,39786.0,0.1,2025-02-16,2,39786.0,71614.8,2025,2,패션,소비재
ORD-000187,2025-04-12,Daegu,Home,9,88562.0,0.0,2025-04-12,9,88562.0,797058.0,2025,4,생활용품,내구재
ORD-000188,2025-03-01,Seoul,Food,6,285704.0,0.0,2025-03-01,6,285704.0,1714224.0,2025,3,식품,식품
ORD-000189,2025-03-06,Gwangju,Beauty,7,61080.0,0.0,2025-03-06,7,61080.0,427560.0,2025,3,뷰티,소비재
ORD-000190,2025-02-15,Incheon,Electronics,1,164835.0,0.1,2025-02-15,1,164835.0,148351.5,2025,2,전자제품,내구재
ORD-000191,2025-04-30,Gwangju,Food,5,41181.0,0.1,2025-04-30,5,41181.0,185314.5,2025,4,식품,식품
ORD-000192,2025-01-16,Gwangju,Food,6,135348.0,0.05,2025-01-16,6,135348.0,771483.6,2025,1,식품,식품
ORD-000193,2025-03-20,Incheon,Beauty,6,159479.0,0.1,2025-03-20,6,159479.0,861186.6,2025,3,뷰티,소비재
ORD-000194,2025-03-03,Gwangju,Beauty,1,112784.0,0.1,2025-03-03,1,112784.0,101505.6,2025,3,뷰티,소비재
ORD-000195,2025-02-11,Gwangju,Home,2,117095.0,0.0,2025-02-11,2,117095.0,234190.0,2025,2,생활용품,내구재
ORD-000196,2025-03-25,Daegu,Electronics,2,280173.0,0.0,2025-03-25,2,280173.0,560346.0,2025,3,전자제품,내구재
ORD-000197,2025-03-31,Unknown,Electronics,5,262564.0,0.0,2025-03-31,5,262564.0,1312820.0,2025,3,전자제품,내구재
ORD-000198,2025-03-07,Gwangju,Home,9,254178.0,0.1,2025-03-07,9,254178.0,2058841.8,2025,3,생활용품,내구재
ORD-000199,2025-02-10,Seoul,Home,6,132941.0,0.0,2025-02-10,6,132941.0,797646.0,2025,2,생활용품,내구재
ORD-000200,2025-04-05,Busan,Home,3,172305.0,0.0,2025-04-05,3,172305.0,516915.0,2025,4,생활용품,내구재
ORD-000201,2025-04-02,Gwangju,Food,4,292401.0,0.15,2025-04-02,4,292401.0,994163.4,2025,4,식품,식품
ORD-000202,2025-05-01,Incheon,Electronics,10,143345.0,0.0,2025-05-01,10,143345.0,1433450.0,2025,5,전자제품,내구재
ORD-000203,2025-02-09,Incheon,Electronics,5,223661.0,0.05,2025-02-09,5,223661.0,1062389.75,2025,2,전자제품,내구재
ORD-000204,2025-03-18,Busan,Home,3,153996.5,0.1,2025-03-18,3,153996.5,415790.55,2025,3,생활용품,내구재
ORD-000205,2025-04-19,Daegu,Food,7,19493.0,0.15,2025-04-19,7,19493.0,115983.35,2025,4,식품,식품
ORD-000206,2025-03-19,Incheon,Food,1,44290.0,0.1,2025-03-19,1,44290.0,39861.0,2025,3,식품,식품
ORD-000207,2025-01-13,Incheon,Electronics,5,143345.0,0.1,2025-01-13,5,143345.0,645052.5,2025,1,전자제품,내구재
ORD-000208,2025-04-17,Daegu,Food,7,150826.0,0.0,2025-04-17,7,150826.0,1055782.0,2025,4,식품,식품
